Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
,"1 Museum Way, Corning, NY 14830-2253",311,North America,USA,Unite States,,"Open 9am-5pm every day year-round. Offering unique opportunities to explore glass: Live glassmaking demonstrations, Make Your Own Glass (addtl fee), hands-on glass exhibits, and stunning glass art collections. See the newly opened (March 2015) Contemporary Art + Design Wing. Make Your Own Glass projects reservations available online. Kids and Teens (17 and under) Free.",0,NA,-77.054048,42.1498385,NA,Corning Museum of Glass,+1 607-937-5371,1,4.5,"2,295",19,Museums,Art,Orange,,,,,
,"11150 East Blvd, Cleveland, OH 44106-1797",311,North America,USA,Unite States,,"The Cleveland Museum of Art was founded in 1913 ""for the benefit of all the people forever."" ",0,NA,-81.611925,41.5090158,NA,Cleveland Museum of Art,+1 216-421-7340,1,5,"2,076",165,Museums,Art,Orange,,,,,
,"340 E Main St, Fredericksburg, TX 78624-4612",311,North America,USA,Unite States,,"Formerly the Nimitz Museum, the complex is now America's only museum centered on World War II's Pacific campaign.",0,NA,-98.867154,30.2719842,More than 3 hours ,National Museum of the Pacific War,+1 830-997-8600,1,5,"1,826",93,Museums,Military,Blue,,,,,
,"111 I St, Sacramento, CA 95814-2204",311,North America,USA,Unite States,,"North America's largest railroad museum draws more than 500,000 train enthusiasts annually.",0,,-121.50401,38.584422,1-2 hours ,California State Railroad Museum,916-323-9280,1,5,"1,810",160,Museums,Transportation,#bf7000,,,,,
1,"200 N Boulevard, Richmond, VA 23220",311,North America,USA,Unite States,,"VMFA Arts is a top comprehensive US art museum with more than 5,000 years of art from around the world. VMFA is open 365 days a year and general admission is always free. The Wall Street Journal recently stated that VMFA is now a ""two day museum.""",0,NA,-77.47493,37.5557962,NA,Virginia Museum of Fine Arts,1.80E+10,1,5,"1,773",160,Museums,Art,Orange,,,,,
,"5200 Woodward Ave, Detroit, MI 48202-4094",311,North America,USA,Unite States,,"Considered to house one of the best art collections in the United States, the Institute showcases everything from mummies to modern art and African masks to Monets in its outstanding collection of over 65,000 works. Don't miss the General Motors Center for African American Art, a part of the DIA which showcases 400 pieces, in various media, by African American artists.",0,NA,-83.064319,42.3595031,NA,Detroit Institute of Arts,313 833 7900,1,5,"1,769",137,Museums,Art,Orange,,,,,
,"700 N Art Museum Drive, Milwaukee, WI 53202-4098",311,North America,USA,Unite States,,"Museum boasts an extensive collection of nearly 20,000 works, representing such artists as Pablo Picasso, Georgia O'Keeffe and Andy Warhol.",0,NA,-87.896922,43.0398427,NA,Milwaukee Art Museum,1.41E+10,1,4.5,"1,753",158,Museums,Art,Orange,,,,,
,"350 Corvette Dr, Exit 28 off I 65, Bowling Green, KY 42101-9134",311,North America,USA,Unite States,,"See over 70 Corvettes in periodic settings including a mid-century barbershop, service station and historic race track. Exhibit Hall features special displays that change regularly. For hands-on activities visit the KidZone, Pit Crew Challenge and numerous trivia kiosks, then try a Corvette on for size in the lobby. The Corvette Store offers apparel, collectibles, home and gift items. On-site 50's-inspired Corvette Cafe serves breakfast, lunch and snacks.",0,NA,-86.480804,36.9685219,NA,National Corvette Museum,+1 800-538-3883,1,4.5,"1,619",42,Museums,Transportation,#bf7000,,,,,
,"2400 3rd Ave S, Minneapolis, MN 55404-3506",311,North America,USA,Unite States,,"Travel through 4,000 years of world history as you view more than 80,000 works of sculpture, photography, paintings, drawings and prints.",0,NA,-93.273535,44.958509,NA,Minneapolis Institute of Art,612 870 3131,1,5,"1,479",198,Museums,Art,Orange,,,,,
,"114 N Main St, Roswell, NM 88203-4706",311,North America,USA,Unite States,,"This museum contains a diorama and a film of the ""official"" autopsy of the alien bodies after the 1947 crash.",0,NA,-104.52322,33.3936489,NA,International UFO Museum and Research Center,505-625-9495,1,3.5,"1,471",24,Museums,History,Black,,,,,
,"1775 Legacy Way, Columbus, GA 31903-3674",311,North America,USA,Unite States,,"The National Infantry Museum emphasizes the values that define the Infantryman, as well as the nation he protects: Loyalty, Duty, Respect, Selfless Service, Honor, Integrity, and Personal Courage. It preserves and displays one of the greatest collections of military artifacts in the world, but it is a museum of people, not things. As a visitor, you will meet the Infantryman face to face and join him on his journey. You will come to understand why an Infantryman does what he does, why he puts himself in harms way in defense of an idea and you will leave transformed, just as the Infantry transforms the man into the Soldier. The 190,000-square-foot museum opened in June 2009 on a 200-acre tract of hardwoods and pines just outside the gates of the Fort Benning Maneuver Center of Excellence.",0,NA,-84.955319,32.3886366,NA,National Infantry Museum and Soldier Center,706-685-5800,1,5,"1,441",43,Museums,Military,Blue,,,,,
2,"9 Glendale Rd, Stockbridge, MA 01262-9703",311,North America,USA,Unite States,,"Founded in 1969, this museum has the world's largest and most significant collection of Rockwell drawings and paintings.",0,NA,-73.335988,42.2879437,NA,Norman Rockwell Museum,413-298-4100,1,4.5,"1,419",11,Museums,Art,Orange,,,,,
,"11 W Jones St, Raleigh, NC 27601-1029",311,North America,USA,Unite States,,"The Southeast's largest natural history museum features dinosaurs, whale skeletons, live animals, walk-through dioramas, special exhibits, hands-on science education and accessible scientists. IMLS National Medal Finalist, 2014.",0,NA,-78.63955,35.7822735,NA,North Carolina Museum of Natural Sciences,+1 919-707-9800,1,4.5,"1,417",140,Natural History Museums,Science,Gray,,,,,
,"1 Manhattan Square Dr, Rochester, NY 14607-3941",311,North America,USA,Unite States,,"The Strong is a highly interactive, collections-based museum devoted to the history and exploration of play. It is one of the largest history museums in the United States and one of the leading museums serving families. The Strong houses the world's largest and most comprehensive collection of historical materials related to play and is home to the International Center for the History of Electronic Games, the National Toy Hall of Fame, the World Video Game Hall of Fame, the Brian Sutton-Smith Library and Archives of Play, the Woodbury School, and the American Journal of Play. Together, these enable a multifaceted array of research, exhibition, and other interpretive and educational activities that serve a diverse audience of adults, families, children, students, teachers, scholars, collectors, and others around the globe.",0,Yes ,-77.600709,43.152744,2-3 hours ,The Strong National Museum of Play,+1 585-263-2700,1,5,"1,406",134,Children's Museums,History,Black,,,,,
,"706 Camino Lejo, Santa Fe, NM 87505-7511",311,North America,USA,Unite States,,"From May through October, open daily 10am to 5pm. Open 10am to 5pm Tuesdays through Sundays, closed on Mondays from November through April. Closed Christmas Day, New Year's Day, Easter & Thanksgiving holidays. Current exhibitions include Flamenco From Spain to New Mexico, The Morris Miniature Circus:Return of the Little Big Top, Sacred Realm: Blessings & Good Fortune Across Asia. More than 120,000 objects are on display in the long term exhibition Multiple Visions, A Common Bond by architect and designer Alexander Girard. This international folk art collection includes miniature buildings, streets and village scenes from more than 100 different countries. There are no text panels in this exhibition, the cases are numbered. If you miss the Docent walk-in tour, pick up a multi-media tour at the front desk or a grab a printed gallery guide at either entrance. Kids 16 and under and Museum of New Mexico Foundation Members always free!",0,NA,-105.92649,35.6640459,1-2 hours ,Museum of International Folk Art,+1 505-476-1200,1,4.5,"1,366",249,Museums,Art,Orange,,,,,
,"East India Square, 161 Essex Street, Salem, MA 01970",311,North America,USA,Unite States,,"Experience art and culture from New England and around the world at one of the regions largest art museums. Explore the museums vast collections and changing exhibitions, ranging from modern art to photography to Asian art and culture. The museum campus features numerous parks, period gardens, and 24 historic properties, including Yin Yu Tang, the only example of Chinese vernacular architecture on display in the United States.",0,NA,-70.892225,42.5215344,NA,Peabody Essex Museum,866-745-1876,1,4.5,"1,317",75,Museums,Art,Orange,,,,,
,"59800 S Highway 97, Bend, OR 97702-7963",311,North America,USA,Unite States,,"The museum, set on 135 acres of pine forest, has something for everyone. Explore the nature, culture and spirit of the High Desert through fun, interactive, indoor and outdoor exhibits. Encounter live animals, interact with living history characters at the Miller Ranch, visit the 1904 sawmill. See what life was like for pioneers, enjoy Western art and an extensive Native American collection. Special programs and events for all ages.",0,NA,-121.3421,43.967656,More than 3 hours ,High Desert Museum,+1 541-382-4754,1,4.5,"1,230",87,Museums,Natural History,Green,,,,,
,"1792 Marine Dr, Astoria, OR 97103-3525",311,North America,USA,Unite States,,A museum celebrating the history of ship travel on the Columbia River.,0,NA,-123.8231,46.1899486,NA,Columbia River Maritime Museum,503-325-2323,1,4.5,"1,092",44,Bodies of Water,Natural History,Green,,,,,
,"10 S Lake St, Reno, NV 89501-1558",311,North America,USA,Unite States,,"Offering more than 224 vehicles on display, this museum contains one of the greatest car collections anywhere.",0,NA,-119.80886,39.5259057,NA,National Automobile Museum,775 333 9300,1,4.5,"1,064",120,Museums,Transportation,#bf7000,,,,,
,"500 NE Captain Michael King Smith Way, McMinnville, OR 97128-8877",311,North America,USA,Unite States,,"The Hughes Flying Boat, commonly called the Spruce Goose, and other vintage aircraft are housed in this museum.",0,NA,-123.14384,45.2039669,NA,Evergreen Aviation & Space Museum,503-434-4185,1,4.5,"1,037",31,Valleys,History,Black,,,,,
,"2800 Bullittsburg Church Rd, Petersburg, KY 41080-9364",311,North America,USA,Unite States,,,0,NA,-84.783661,39.0859976,NA,Creation Museum,888-582-4253,1,4.5,996,3,Museums,Natural History,Green,,,,,
,"3333 Camp Bowie Blvd, Fort Worth, TX 76107-2792",311,North America,USA,Unite States,,"Fort Worth's premier art museum, featuring paintings from international painters.",0,NA,-97.365113,32.7485781,NA,Kimbell Art Museum,817-332-8451,1,5,993,145,Museums,Art,Orange,,,,,
,"445 N Park Ave, Winter Park, FL 32789-3212",311,North America,USA,Unite States,,Extensive collection of the works by Louis Comfort Tiffany plus a rich collection of early 20th-century paintings and decorative arts.,0,NA,-81.351504,28.6008669,NA,Charles Hosmer Morse Museum of American Art,1.41E+10,1,5,987,42,Museums,Art,Orange,,,,,
,"62 Vintage Lane, Maggie Valley, NC",311,North America,USA,Unite States,,,0,NA,-83.076945,35.5137182,NA,Wheels Through Time Transportation Museum,828-926-6266,1,5,983,19,Museums,History,Black,,,,,
1,"600 W Kagy Blvd, Bozeman, MT 59717-2730",311,North America,USA,Unite States,,"Museum of the Rockies at Montana State University is a Smithsonian Affiliate and is recognized as one of the worlds finest research and history museums. Known for its collection of dinosaur fossils, including a real, fossilized T. rex skeleton, and its permanent regional history exhibits, MOR also thrills visitors with changing exhibits from around the world, the Martin Childrens Discovery Center, the Living History Farm  a historically accurate, working 1890s Montana homestead open every summer, and the Taylor Planetarium, featuring a state-of-the-art digital projection system. Visit us and experience MOR.",0,NA,-111.06663,45.6602895,2-3 hours ,Museum of the Rockies,+1 406-994-2251,1,4.5,981,59,Natural History Museums,History,Black,,,,,
,"15 Broad St, Nantucket, MA 02554-3502",311,North America,USA,Unite States,,The history of Nantucket's whaling industry and artifacts are exhibited at this museum.,0,NA,-70.098897,41.285558,NA,Whaling Museum,+1 508-228-1894,1,4.5,934,81,Museums,History,Black,,,,,
,"100 Museum Dr, Eglin Air Force Base, Fort Walton Beach, FL 32542-1497",311,North America,USA,Unite States,,"The focus is on Air Force armament through a variety of historical displays, from a B-17 World War II bomber to an F-4 Phantom II jet.",0,NA,-86.560936,30.4662455,NA,Air Force Armament Museum,850-651-1808,1,4.5,832,43,Museums,History,Black,,,,,
,"2727 S Rockford Rd, Tulsa, OK 74114-4104",311,North America,USA,Unite States,,"This vast art museum, housed in an Italian style villa, has numerous exhibits from European, American, Asian, Native American and African artists and is surrounded by acres of lush gardens.",0,NA,-95.969898,36.1237708,NA,Philbrook Museum of Art,800-324-7941,1,5,801,110,Museums,Art,Orange,,,,,
,"1580 West Duval Mine Road, Sahuarita, AZ 85629",311,North America,USA,Unite States,,The guided tour shows visitors how ready the U.S. was for war with the Soviets.,0,NA,-110.99935,31.9027108,NA,Titan Missile Museum,+1 520-625-7736,1,4.5,798,6,Museums,History,Black,,,,,
,"6000 Shelburne Rd, Shelburne, VT 05482-6009",311,North America,USA,Unite States,,"Museum in Vermont that displays approximately 80,000 items of folk art and similar works.",0,NA,-73.231698,44.3708733,NA,Shelburne Museum,802-985-3346,1,4.5,770,19,Museums,History,Black,,,,,
,"401 SW 2nd St, Fort Lauderdale, FL 33312-1707",311,North America,USA,Unite States,,"There is always something new happening at the Museum of Discovery and Science. Spend a day of discovery exploring hundreds of interactive exhibits including the new EcoDiscovery Center. Visitors can take a ride on the Everglades Airboat Adventure, experience hurricane force winds in the Storm Center, dig for fossils alongside a giant prehistoric megalodon, get close to a confrontation between a saber-toothed cat and an Imperial mammoth, and enjoy the playful antics of North American river otters in their two-story indoor/outdoor habitat. See exciting science demonstrations, and presentations by community experts. Discover the amazing Everglades in the Florida EcoScapes exhibit. Hang out with bats, turtles and sharks. Meet an alligator and be charmed by a 6-foot-long snake. Take a ride to Mars or soar through the skies in an FA-18 cockpit simulator or take a ride in the 7D simulator. And immerse yourself in a five-story-high film adventure at the newly renovatede AutoNation(R) IMAX 3D Theater, home of the BIGGEST screen in South Florida. Whether you're two or 82 visit the Museum of Discovery and Science and enjoy a full day of family fun.",4,Yes ,-80.147929,26.1210369,2-3 hours ,Museum of Discovery and Science,+1 954-467-6637,1,4,766,19,Movie Theaters,Science,Gray,,,,,
,"2445 Monroe St, Toledo, OH 43620-1500",311,North America,USA,Unite States,,"Art from all over the world and every time period is housed at this outstanding museum, considered one of the world's best. From paintings by Renoir to sculptures by Alexander Calder to a vast glass collection, you'll find wonderful treasures here. Founder and first president Edward Drummond Libbey wanted to build a place where art was accessible to everyone, hence the museum's free admission policy, which continues to this day. The Toledo Museum of Art is open:Tuesday & Wednesday: 10 a.m.  4 p.m.Thursday & Friday: 10 a.m.  9 p.m.Saturday: 10 a.m.  5 p.m.Sunday: noon  5 p.m.Closed Mondays, Independence Day, Thanksgiving Day, and Christmas Day.",0,NA,-83.559292,41.6584327,NA,Toledo Museum of Art,8006446862,1,5,744,73,Museums,Art,Orange,,,,,
,"18900 Jefferson Davis Hwy, Triangle, VA 22172-1938",311,North America,USA,Unite States,,"THE MUSEUM WILL BE CLOSED JAN 4-MARCH 31, 2016 DUE TO CONSTRUCTION. PLEASE CHECK OUR WEBSITE FOR UPDATES. The National Museum of the Marine Corps is a lasting tribute to U.S. Marines--past, present, and future. Situated on a 135-acre site adjacent to Marine Corps Base Quantico, Virginia, and under the command of Marine Corps University, the Museum's soaring design evokes the image of the flag-raisers of Iwo Jima and beckons visitors to this 120,000-square-foot structure. World-class interactive exhibits using the most innovative technology surround visitors with irreplaceable artifacts and immerse them in the sights and sounds of Marines in action. Admission and parking are always free.",0,NA,-77.343395,38.5442068,NA,National Museum of the Marine Corps,+1 877-653-1775,1,5,735,4,Museums,History,Black,,,,,
,"6030 Barber Motorsports, Birmingham, AL 35094-3418",311,North America,USA,Unite States,,"A motorcyclist's dream, this museum has 750 vintage and modern motorcycles displayed on walls, two-tiered platforms and just about everywhere you look. The bikes are displayed randomly, rather than by date and year, adding an element of unpredictability to the viewer's experience.",0,NA,-86.61416,33.5333816,NA,Barber Vintage Motorsports Museum,+1 205-699-7275,1,5,681,85,Museums,Transportation,#bf7000,,,,,
,"1 Lincoln Cir, Harrisburg, PA 17103-2411",311,North America,USA,Unite States,,"The only museum in the United States to present a balanced, unbiased look at the Civil War.",0,NA,-76.856039,40.2718245,NA,National Civil War Museum,"866-258-4729, 717-260-1861",1,4.5,669,45,Museums,History,Black,,,,,
,"100 Bragg Blvd, Fayetteville, NC 28301-4806",311,North America,USA,Unite States,,"The doors opened on 16 August 2000, the 60th anniversary of the original Test Platoons first parachute jump. The museum offers free admission, a main exhibit gallery, temporary gallery, four-story tall theater, a gift shop, and a motion simulator ride that features two experiences. Admission is free, and we do accept donations in the gift shop and in donation boxes in the lobby. ",0,NA,-78.885548,35.0559494,2-3 hours ,Airborne and Special Operations Museum,+1 910-643-2778,1,5,666,46,Museums,Military,Blue,,,,,
,"175 Bourne Ave, Pooler, GA 31322-9516",311,North America,USA,Unite States,,"The National Museum of the Mighty Eighth Air Force preserves the stories of courage, character and patriotism displayed by the men and women of the Eighth Air Force from World War II to present.",0,Yes ,-81.236424,32.1155018,1-2 hours ,National Museum of the Mighty Eighth Air Force,912-748-8888,1,5,626,14,Museums,Military,Blue,,,,,
,"245 W Olney Rd, Norfolk, VA 23510-1509",311,North America,USA,Unite States,,,0,NA,-76.292879,36.8564944,NA,Chrysler Museum of Art,757-664-6200,1,5,604,63,Museums,Art,Orange,,,,,
,"1 Crystal Lake Rd, Groton, CT 06349-2300",311,North America,USA,Unite States,,The home of the world's first nuclear submarine has several other exhibits on the history of submarines.,0,NA,-72.088258,41.3870746,NA,The Submarine Force Museum,800-343-0079,1,4.5,593,19,Museums,Transportation,#bf7000,,,,,
,"134 S Elm St, Greensboro, NC 27401-2604",311,North America,USA,Unite States,,"The International Civil Rights Center & Museum (ICRCM), located in Greensboro, N.C., is an archival center, collecting museum and teaching facility devoted to the international struggle for civil and human rights. This national landmark and national site of conscience celebrates the nonviolent protests of the 1960 Greensboro sit-ins that served as a catalyst in the civil rights movement. Our vision is to memorialize the courageous stand of the Greensboro Four as they launched, for posterity, the sit-in movement Feb. 1, 1960. We hope that the ICRCM, with its focus on the sit-in activities at the F.W. Woolworth lunch counter in Greensboro in 1960, will inspire the vigilance and fortify the spirit of all oppressed people to step forward in the ongoing struggle for human freedom.",0,NA,-79.790685,36.0717418,2-3 hours ,International Civil Rights Center & Museum,+1 336-274-9199,1,4.5,589,64,Museums,History,Black,,,,,
,"100 Museum Dr, Newport News, VA 23606-3757",311,North America,USA,Unite States,,"The Mariners' Museum, America's National Maritime Museum, includes the USS Monitor Center, home to the Civil War Ironclad's iconic gun turret. The Museum has over 35,000 maritime artifacts, including ship models, paintings and small craft. Located on a 550-acre park, they also feature a 5-mile hiking trail and paddleboat rentals.",0,NA,-76.488084,37.0551904,NA,The Mariners' Museum & Park,+1 757-596-2222,1,5,543,32,Museums,History,Black,,,,,
,"215 Jefferson St, I-24 Downtown Loop, Paducah, KY 42001-0714",311,North America,USA,Unite States,,The National Quilt Museum is a nationally recognized art museum that exhibits the finest fiber art in the world. In an average year the museum is visited by quilters and art lovers from all 50 states and over 40 countries worldwide. Our exhibits rotate throughout the year so they will be different every time you visit. We are a four time TripAdvisor Certificate of Excellence winner. If you enjoy art museum's you will love The National Quilt Museum.,0,NA,-88.600048,37.0833893,<1 hour ,The National Quilt Museum,1.27E+10,1,5,521,34,Museums,History,Black,,,,,
,"200 SE 4th St, Abilene, KS 67410-2900",311,North America,USA,Unite States,,,0,NA,-97.210823,38.9114844,NA,Dwight D. Eisenhower Library and Museum,785-263-6700,1,4.5,470,9,Museums,History,Black,,,,,
,"150 Ash St, Manchester, NH 03104-4380",311,North America,USA,Unite States,,,0,NA,-71.45561,42.997729,NA,Currier Museum of Art,603-669-6144 ,1,4.5,403,30,Museums,Art,Orange,,,,,
,"6865 W Hickory Rd, Hickory Corners, MI 49060-9788",311,North America,USA,Unite States,,"The ever expanding Gilmore Car Museum, hailed as one of the Top Five car museums in the nation, features over nearly extraordinary cars and motorcycles from all eras. The Automotive Heritage Center (about 150 vehicles) is Open daily year-round. The outdoor park-like campus of historic buildings (including 1930s gas station, working 1940s diner and several exhibit sturctures)are open April - Novemember.Museum exhibits range from cars of the 1890s to the classic Duesenberg, the elusive 1948 Tucker, to the muscle cars of the 60s and 70s. Located just off M-43 at Hickory Road near Hickory Corners (20 minutes northeast of Kalamazoo, MI)",0,NA,-85.419942,42.4404812,NA,Gilmore Car Museum,269-671-5089,1,5,367,3,Museums,Transportation,#bf7000,,,,,
,"7447 Hubbard Ave, Middleton, WI 53562-3117",311,North America,USA,Unite States,,The National Mustard Museum is home to the world's largest collection of prepared mustards and mustard memorabilia. Tour our museum or sample any of our 500 mustards in the gift shop. Admission is free!,0,NA,-89.51063,43.0953491,NA,National Mustard Museum,800-438-6878,1,4.5,329,17,Museums,Food,Brown,,,,,
,"2 W 3rd St, Jamestown, NY 14701-5104",311,North America,USA,Unite States,,"Lucille Ball's hometown of Jamestown, NY honors the legacy of ""The First Couple of Comedy"" with the Lucille Ball Desi Arnaz Museum. The museum attraction is open seven days a week, and features replica sets, Lucille Ball's Emmy awards, costumes, rare memorabilia, and much more.",0,NA,-79.241675,42.0965618,NA,Lucy Desi Center For Comedy,+1 716-484-0800,1,4.5,298,20,Museums,History,Black,,,,,
,"300 S Tulane Ave, Oak Ridge, TN 37830-6726",311,North America,USA,Unite States,,,0,NA,-84.257726,36.0103903,NA,American Museum of Science & Energy,865 576 3200,1,4.5,295,17,Museums,Science,Gray,,,,,
,"1 Davis Ave, Garden City, NY 11530-6743",311,North America,USA,Unite States,,,0,NA,-73.597608,40.7285476,NA,Cradle of Aviation Museum,(516) 572-4111,1,4.5,262,14,Museums,Transportation,#bf7000,,,,,
,"35 Maryhill Museum Dr, Goldendale, WA 98620-4601",311,North America,USA,Unite States,,"Housed in a majestic Beaux Art mansion overlooking the Columbia River Gorge, Maryhill Museum of Art is one of the NW's most fascinating cultural destinations. Explore world-class European & American art, an extensive American Indian art collection, sculptures and watercolors by Auguste Rodin - one of the largest collections in the US - and much, much more. Cafe, museum shop, sculpture garden, & picnic grounds on-site.",0,NA,-120.86477,45.6774581,NA,Maryhill Museum of Art,+1 509-773-3733,1,4.5,244,13,Museums,Art,Orange,,,,,
,"1932 Zippo Dr, Bradford, PA 16701-5414",311,North America,USA,Unite States,,We invite you to...,0,NA,-78.650951,41.9434516,NA,Zippo / Case Museum,+1 814-368-1932,1,4.5,211,14,Museums,Specialty Topic ,#008ad4,,,,,
,"77 Center St, Wolfeboro, NH 03894-4368",311,North America,USA,Unite States,,"This Museum's purpose is to educate, entertain and inspire visitors with the story of WWII-era Americans often called ""the greatest generation"". The Wright Museum is open seasonally from May 1st to October 31st.",0,NA,-71.20501,43.5890851,1-2 hours ,Wright Museum of WWII,+1 603-569-1212,1,5,172,24,Museums,History,Black,,,,,
,"Route 617, Schuyler, VA",311,North America,USA,Unite States,,,0,NA,-78.758343,37.8131025,NA,Walton's Mountain Museum,434-831-2000 ,1,4,161,2,Museums,History,Black,,,,,
,"St. Joseph's Indian School, Exit 263 off I-90, Chamberlain, SD 57325",311,North America,USA,Unite States,,"Visit the Akta Lakota Museum to experience a living lesson on the Native American way of life, past and present. Each year we receive thousands of visitors from all over the globe that want to deepen their appreciation of Lakota culture. As an outreach program of St. Joseph's Indian School we pride ourselves on not just providing that experience but creating an atmosphere conducive to learning and healing into the hearts of our students as well as our visitors. What makes our museum such a wonderful experience is our focus. We have an outstanding collection of cultural, historical and artistic works that relate specifically to the Northern Plains Indian Tribes, the ancestry of the students served at St. Joseph's. Our historical collection honors the past while our contemporary collection represents the creative spirit of today's world. We work closely with Indian artist and artisans to present contemporary artwork that builds on cultural traditions while expressing itself in new ways. What you take away from your visit is the understanding that Lakota culture is not just a thing of the past. It's alive and thriving today.",0,NA,-99.330656,43.810828,NA,Akta Lakota Museum,+1 605-234-3452,1,5,147,7,Museums,History,Black,,,,,
,"102 Chamber Dr, Anamosa, IA 52205-2113",311,North America,USA,Unite States,,,0,NA,-91.265915,42.1051628,NA,National Motorcycle Museum,3194623925,1,5,100,3,Museums,Transportation,#bf7000,,,,,
,"610 Lairport St, El Segundo, CA 90245-5004",311,North America,USA,Unite States,,"The Automobile Driving Museum (ADM) is a destination for anyone who loves cars and the role they have had in our lives. The ADM and its devoted Docent Volunteers are dedicated to providing our guests with an up-close and personal look into the lives of the original owners of our fleet. Every Sunday, we take our guests for a ride in one of our cars for a trip back in time. When planning an unforgettable event, think of the ADM as THE spot...your guests will never forget.",0,NA,-118.39223,33.9247131,NA,Automobile Driving Museum,310-909-0950,1,4.5,80,15,Museums,Art,Orange,,,,,
,"Beaulieu | John Montagu Building, Beaulieu, New Forest National Park Hampshire, Brockenhurst SO42 7ZN, England",397,Europe,GBR,England,79,"In the heart of the glorious New Forest, Beaulieu is one of the South's top visitor attractions. Here you will find the National Motor Museum, home to over 250 vehicles telling the history of motoring. You can also visit Palace House and Gardens, home of the Montagu family since 1538, the remains of Beaulieu Abbey and World of Top Gear where you can see some of the vehicles from Jeremey, James and Richard's most ambitious challenges. Ride on the high level Monorail or climb aboard the replica 1912 open top London bus for a fun way to see Beaulieu's sights.",0,NA,-1.1743197,52.3555177,NA,Beaulieu National Motor Museum,+44 1590 612345,2,4.5,"3,608",10,Gardens,Art,Orange,,,,,
,"Pitt Rivers Museum South Parks Road, Oxford OX1 3PP, England",397,Europe,GBR,England,79,"The Pitt Rivers Museum is one of Oxfords most popular attractions, famous for its period atmosphere and outstanding collections from many cultures around the world, past and present.",2,NA,-1.2564712,51.7590794,NA,Pitt Rivers Museum,01865-270927,2,4.5,"2,270",165,Museums,Natural History,Green,,,,,
,"Vindolanda Bardon Mill, Hexham NE47 7JG, England",397,Europe,GBR,England,79,"Visit Roman Vindolanda today and you will find one of the North Easts most famous and not to be missed tourist attractions lying in the beautiful landscape of Hadrian's Wall Country. Formerly a key military post on the northern frontier of Britain, Vindolanda is the home of Britain's 'Top Treasure' - the Vindolanda Writing Tablets - and is one Europe's most important Roman archeological sites, with live excavations taking place every year. The recently fully refurbished on site museum provides a breathtaking exploration of the Trust's ongoing discoveries and accounts of Roman life. There are no other places on earth where it is possible to experience Roman Britain, Hadrian's Wall and history coming to life before your very eyes all in one space! Come and explore it for yourself and find out why Vindolanda is treasured worldwide.",0,NA,-1.1743197,52.3555177,NA,Vindolanda,01434 344277,2,4.5,"1,239",30,Museums,History,Black,,,,,
,"Church Street, Haworth, Keighley BD22 8DR, England",397,Europe,GBR,England,79,"The Bronte Parsonage Museum was the home of the world's most famous literary family and the place where the great, romantic novels 'Jane Eyre' and 'Wuthering Heights' were written. 2016 marks the bicentenary of the birth of Charlotte Bronte and an ideal time to visit her former home. The house still evokes the atmosphere of the Brontes' time, and offers visitors a unique insight into their day-to-day lives and varied interests. The Rooms the Brontes used are largely unchanged and filled with a world-class collection of furniture, clothes and personal possessions, as well as a range of domestic artefacts used by the family. Whether you are a fan of the Brontes' writing or simply intrigued by remarkable people and their stories, you will find visiting the Parsonage an absorbing and unforgettable experience.",0,NA,-1.9568539,53.8312312,1-2 hours ,Bronte Parsonage Museum,+44 1535 642323,2,4.5,"1,013",14,Historic Sites,History,Black,,,,,
,"52-56 Shiprow | Provost Ross House, Aberdeen AB11 5BY, Scotland",397,Europe,GBR,England,79,"Aberdeen has long prospered off of sea-based industries, from the boom of the city's fishing industry in the early 20th century to its oil industry today; this museum explores the historic developments behind the city's maritime industries.",2,NA,-2.0950416,57.1470112,NA,Aberdeen Maritime Museum,44 01224 337700,2,4.5,940,145,Museums,History,Black,,,,,
,"Queen Street, Exeter EX4 3RX, England",397,Europe,GBR,England,79,"Exeter's world-class museum has stunning new displays and galleries, fabulous exhibitions and modern amenities. The displays reveal Devon and Exeter's rich history and global connections. Exotic animals, birds and insects delight children and the world cultures galleries display stunning items from all over the world. Opening times: Tuesday to Sunday, 10am to 5pm. Closed Mondays and bank holidays. Free Admission. From time to time galleries may be closed for special events; please check before traveling.",0,NA,-3.533461,50.7257647,NA,Royal Albert Memorial Museum,+44 1392 665858,2,4.5,842,85,Museums,History,Black,,,,,
,"4-5 Henley Street, Stratford-upon-Avon CV37 6PT, England",397,Europe,GBR,England,79,"Stratford upon Avon is most famous for being the birthplace of poet and play writer William Shakespeare, but why not try something completely outside of the box and visit the towns newest most exciting attraction- ",0,NA,-1.7064971,52.193128,1-2 hours ,The MAD Museum,+44 1789 269356,2,4.5,811,102,Museums,Science,Gray,,,,,
,"| The Harbour, Boscastle PL35 0HD, England",397,Europe,GBR,England,79,,0,NA,-4.6940795,50.6904593,NA,The Museum of Witchcraft,+44 1840 250111,2,4.5,782,7,Museums,History,Black,,,,,
